,NL11,NL12,NL13,NL21,NL22,NL23,NL31,NL32,NL33,NL34,NL41,NL42
2019-09-30 07:00:00,798.248974224565,745.2522211874949,689.244232662636,1032.9552699239805,1545.8719339668735,329.20157167156293,761.0477303227194,2613.415574093492,2697.977021126519,540.6162489935051,1873.662750200135,1039.5064716265179
2019-09-30 08:00:00,781.5405515691521,729.6530917196718,674.817425583654,1011.3341294135379,1513.514759103041,322.3109408334113,745.1179796437069,2558.713277697044,2641.504740122507,529.3004251412514,1834.4444735033705,1017.7482056696526
2019-09-30 09:00:00,760.5325673835188,710.0398540174577,656.6781828068231,984.1492426479649,1472.8311451048671,313.64715091964405,725.0890423078802,2489.9344946057445,2570.5005040718597,515.072711763499,1785.134197265745,990.3909071049948
2019-09-30 10:00:00,736.1502437691054,687.2763035236966,635.6253829000352,952.597871479632,1425.6128573556919,303.59176780729257,701.8430217730349,2410.108342209626,2488.0914425415763,498.5597179986467,1727.9036175909885,958.6394310506772
2019-09-30 11:00:00,727.6055455381612,679.2988985515525,628.2475043612724,941.5408061371579,1409.0653770507352,300.0678947076515,693.6965368981001,2382.1335521958067,2459.2114812463647,492.77279830873186,1707.8473653388971,947.5122396655702
2019-09-30 12:00:00,722.2174874180117,674.2685603844043,623.5952115247277,934.5685165262986,1398.6309786418772,297.8458346002345,688.5595814674089,2364.4933979832713,2441.000550238556,489.1237215615881,1695.2004292054128,940.4957304482098
2019-09-30 13:00:00,727.9865193446362,679.6545790280173,628.5764543598158,942.0337963116631,1409.8031627968157,300.22501006878196,694.059755968957,2383.3808358269957,2460.499122832775,493.0308138363076,1708.741593146315,948.0083564789187
2019-09-30 14:00:00,751.6613201755961,701.7575800654866,649.0183471264517,972.6696142987724,1455.6512770175557,309.9886075104626,716.6312268007824,2460.890604336621,2540.516849988297,509.0646359070907,1764.311464035867,978.8384727370176
2019-09-30 15:00:00,797.051627975643,744.134368261462,688.2103898100705,1031.4058722326786,1543.5531787649052,328.70778053658137,759.9061846714546,2609.49553982404,2693.930147569228,539.8053430496955,1870.8523199482495,1037.9472473559933
2019-09-30 16:00:00,797.5958762706074,744.6424832278406,688.6803183794184,1032.110143910543,1544.6071584021633,328.93223105248205,760.4250690583931,2611.2773735828814,2695.7696355498147,540.1739366605179,1872.1297882445608,1038.655985660777
2019-09-30 17:00:00,812.6171292116302,758.66645629989,701.6503468934219,1051.5480422196056,1573.6969963904949,335.1270652913415,774.7462781378962,2660.4559853269197,2746.5395038140077,550.3471203192217,1907.3879132227596,1058.2171628728122
2019-09-30 18:00:00,797.2693272936286,744.3376142480133,688.3983612378096,1031.687580903824,1543.9747706198082,328.7975607429416,760.1137384262298,2610.208273327576,2694.6659427614622,539.9527804940243,1871.3633072667737,1038.2307426779066
2019-09-30 19:00:00,750.3006994381844,700.48729264954,647.8435257030817,970.9089351041108,1453.0163279244096,309.42748122071083,715.3340158334361,2456.4360199395155,2535.9181300368296,508.1431518800341,1761.117793295088,977.0666269750578
2019-09-30 20:00:00,699.1957845410094,652.7752973065893,603.7172330413092,904.7778245526266,1354.0476399858471,288.35157777763465,666.6107718999095,2289.1218299842562,2363.1902086597383,473.53221182379207,1641.1635202714342,910.5161001558513
2019-09-30 21:00:00,655.3837967963599,611.8720425131119,565.8879832087995,848.0839544845279,1269.2022791865472,270.283311247628,624.8405787513592,2145.6842123974793,2215.1114262225087,443.8604261525729,1538.3273224183554,853.462666620749
2019-09-30 22:00:00,616.1979195589093,575.2877649338526,532.0531262157472,797.3763936782782,1193.3157453039435,254.1228741027773,587.4809028917862,2017.3921817608586,2082.6682916202662,417.3216861733459,1446.3496050839246,802.4335086763097
2019-09-30 23:00:00,591.9244456034887,552.625837433367,511.0943120228287,765.9658768455179,1146.3082534822197,244.1123810936059,564.3386592343284,1937.9223961165076,2000.6271276860991,400.882411130658,1389.3745190684301,770.8237802829486
2019-10-01 00:00:00,579.2434603308136,540.7867587167456,500.14497635702145,749.556346751273,1121.750527934099,238.88268407311946,552.2486530186609,1896.4056695354898,1957.7670577384285,392.2941799984914,1359.609507764371,754.3101777814841
2019-10-01 01:00:00,574.8894739710969,536.7218389857168,496.38554780223785,743.9221733283564,1113.318690836032,237.08707994591384,548.0975779231528,1882.1509994647542,1943.051153893735,389.3454311119106,1349.3897613938789,748.640271343213
2019-10-01 02:00:00,579.0801858423245,540.6343242268322,500.0039977862172,749.3450652479139,1121.4343340429218,238.81534891834934,552.0929877025795,1895.871119407838,1957.2152113442532,392.18360191524476,1359.226267275478,754.0975562900492
2019-10-01 03:00:00,604.6054308761638,564.4649161499887,522.043647688636,782.3754069397629,1170.8659790303402,249.3420781140924,576.428665449996,1979.4391226975258,2043.48719763377,409.4706422628247,1419.1395303724894,787.3373827844133
2019-10-01 04:00:00,673.1807160417021,628.4874019136922,581.2546474264774,871.1136383506998,1303.6674133248964,277.62284311758106,641.8080982042486,2203.9501763116114,2275.262683187694,455.91343722647196,1580.100535707743,876.638409187182
2019-10-01 05:00:00,768.4785924900017,717.4583325265852,663.539139919303,994.4316091447877,1488.2192478088393,316.9241284517943,732.6647543571823,2515.9492674848366,2597.3570285884252,520.4541784815088,1803.785234391893,1000.7384863548392
2019-10-01 06:00:00,822.087049544014,767.5076567148776,709.8271040000761,1063.802369414449,1592.0362420787906,339.0325042680137,783.7748664706262,2691.4598927307693,2778.546594676216,556.7606491475349,1929.61586157858,1070.5492093760517
2019-10-01 07:00:00,845.8707000339666,789.7122807456226,730.3629824805815,1094.5790417371313,1638.0951522269822,348.8409918128745,806.4501141798394,2769.326027992163,2858.932219427855,572.8681899404825,1985.4412261273944,1101.5210732951073
