,NL11,NL12,NL13,NL21,NL22,NL23,NL31,NL32,NL33,NL34,NL41,NL42
2019-01-01 00:00:00,0.4824,0.4824,,,,0.4824,,0.4824,0.4824,0.4824,,
2019-01-01 01:00:00,0.5108,0.5108,,,,0.5108,,0.5108,0.5108,0.5108,,
2019-01-01 02:00:00,0.5235,0.5235,,,,0.5235,,0.5235,0.5235,0.5235,,
2019-01-01 03:00:00,0.5223,0.5223,,,,0.5223,,0.5223,0.5223,0.5223,,
2019-01-01 04:00:00,0.5376,0.5376,,,,0.5376,,0.5376,0.5376,0.5376,,
2019-01-01 05:00:00,0.5569,0.5569,,,,0.5569,,0.5569,0.5569,0.5569,,
2019-01-01 06:00:00,0.5784,0.5784,,,,0.5784,,0.5784,0.5784,0.5784,,
2019-01-01 07:00:00,0.5825,0.5825,,,,0.5825,,0.5825,0.5825,0.5825,,
2019-01-01 08:00:00,0.5678,0.5678,,,,0.5678,,0.5678,0.5678,0.5678,,
2019-01-01 09:00:00,0.5608,0.5608,,,,0.5608,,0.5608,0.5608,0.5608,,
2019-01-01 10:00:00,0.5776,0.5776,,,,0.5776,,0.5776,0.5776,0.5776,,
2019-01-01 11:00:00,0.5663,0.5663,,,,0.5663,,0.5663,0.5663,0.5663,,
2019-01-01 12:00:00,0.5538,0.5538,,,,0.5538,,0.5538,0.5538,0.5538,,
2019-01-01 13:00:00,0.5776,0.5776,,,,0.5776,,0.5776,0.5776,0.5776,,
2019-01-01 14:00:00,0.6083,0.6083,,,,0.6083,,0.6083,0.6083,0.6083,,
2019-01-01 15:00:00,0.6443,0.6443,,,,0.6443,,0.6443,0.6443,0.6443,,
2019-01-01 16:00:00,0.6872,0.6872,,,,0.6872,,0.6872,0.6872,0.6872,,
2019-01-01 17:00:00,0.7253,0.7253,,,,0.7253,,0.7253,0.7253,0.7253,,
2019-01-01 18:00:00,0.7573,0.7573,,,,0.7573,,0.7573,0.7573,0.7573,,
2019-01-01 19:00:00,0.7662,0.7662,,,,0.7662,,0.7662,0.7662,0.7662,,
2019-01-01 20:00:00,0.7663,0.7663,,,,0.7663,,0.7663,0.7663,0.7663,,
2019-01-01 21:00:00,0.7549,0.7549,,,,0.7549,,0.7549,0.7549,0.7549,,
2019-01-01 22:00:00,0.728,0.728,,,,0.728,,0.728,0.728,0.728,,
2019-01-01 23:00:00,0.7089,0.7089,,,,0.7089,,0.7089,0.7089,0.7089,,
2019-01-02 00:00:00,0.7046,0.7046,,,,0.7046,,0.7046,0.7046,0.7046,,
2019-01-02 01:00:00,0.7039,0.7039,,,,0.7039,,0.7039,0.7039,0.7039,,
2019-01-02 02:00:00,0.6924,0.6924,,,,0.6924,,0.6924,0.6924,0.6924,,
2019-01-02 03:00:00,0.6813,0.6813,,,,0.6813,,0.6813,0.6813,0.6813,,
2019-01-02 04:00:00,0.6732,0.6732,,,,0.6732,,0.6732,0.6732,0.6732,,
2019-01-02 05:00:00,0.6603,0.6603,,,,0.6603,,0.6603,0.6603,0.6603,,
2019-01-02 06:00:00,0.6374,0.6374,,,,0.6374,,0.6374,0.6374,0.6374,,
2019-01-02 07:00:00,0.6112,0.6112,,,,0.6112,,0.6112,0.6112,0.6112,,
2019-01-02 08:00:00,0.5757,0.5757,,,,0.5757,,0.5757,0.5757,0.5757,,
2019-01-02 09:00:00,0.5271,0.5271,,,,0.5271,,0.5271,0.5271,0.5271,,
2019-01-02 10:00:00,0.4757,0.4757,,,,0.4757,,0.4757,0.4757,0.4757,,
2019-01-02 11:00:00,0.4321,0.4321,,,,0.4321,,0.4321,0.4321,0.4321,,
2019-01-02 12:00:00,0.4028,0.4028,,,,0.4028,,0.4028,0.4028,0.4028,,
2019-01-02 13:00:00,0.3845,0.3845,,,,0.3845,,0.3845,0.3845,0.3845,,
2019-01-02 14:00:00,0.3673,0.3673,,,,0.3673,,0.3673,0.3673,0.3673,,
2019-01-02 15:00:00,0.3486,0.3486,,,,0.3486,,0.3486,0.3486,0.3486,,
2019-01-02 16:00:00,0.3245,0.3245,,,,0.3245,,0.3245,0.3245,0.3245,,
2019-01-02 17:00:00,0.2925,0.2925,,,,0.2925,,0.2925,0.2925,0.2925,,
2019-01-02 18:00:00,0.26,0.26,,,,0.26,,0.26,0.26,0.26,,
2019-01-02 19:00:00,0.2358,0.2358,,,,0.2358,,0.2358,0.2358,0.2358,,
2019-01-02 20:00:00,0.2233,0.2233,,,,0.2233,,0.2233,0.2233,0.2233,,
2019-01-02 21:00:00,0.2258,0.2258,,,,0.2258,,0.2258,0.2258,0.2258,,
2019-01-02 22:00:00,0.2368,0.2368,,,,0.2368,,0.2368,0.2368,0.2368,,
2019-01-02 23:00:00,0.2444,0.2444,,,,0.2444,,0.2444,0.2444,0.2444,,
2019-01-03 00:00:00,0.2466,0.2466,,,,0.2466,,0.2466,0.2466,0.2466,,
2019-01-03 01:00:00,0.2433,0.2433,,,,0.2433,,0.2433,0.2433,0.2433,,
2019-01-03 02:00:00,0.2375,0.2375,,,,0.2375,,0.2375,0.2375,0.2375,,
2019-01-03 03:00:00,0.238,0.238,,,,0.238,,0.238,0.238,0.238,,
2019-01-03 04:00:00,0.2415,0.2415,,,,0.2415,,0.2415,0.2415,0.2415,,
2019-01-03 05:00:00,0.2435,0.2435,,,,0.2435,,0.2435,0.2435,0.2435,,
2019-01-03 06:00:00,0.2347,0.2347,,,,0.2347,,0.2347,0.2347,0.2347,,
2019-01-03 07:00:00,0.2202,0.2202,,,,0.2202,,0.2202,0.2202,0.2202,,
2019-01-03 08:00:00,0.2052,0.2052,,,,0.2052,,0.2052,0.2052,0.2052,,
2019-01-03 09:00:00,0.1878,0.1878,,,,0.1878,,0.1878,0.1878,0.1878,,
2019-01-03 10:00:00,0.173,0.173,,,,0.173,,0.173,0.173,0.173,,
2019-01-03 11:00:00,0.1556,0.1556,,,,0.1556,,0.1556,0.1556,0.1556,,
2019-01-03 12:00:00,0.1435,0.1435,,,,0.1435,,0.1435,0.1435,0.1435,,
2019-01-03 13:00:00,0.1395,0.1395,,,,0.1395,,0.1395,0.1395,0.1395,,
2019-01-03 14:00:00,0.1405,0.1405,,,,0.1405,,0.1405,0.1405,0.1405,,
2019-01-03 15:00:00,0.1428,0.1428,,,,0.1428,,0.1428,0.1428,0.1428,,
2019-01-03 16:00:00,0.1415,0.1415,,,,0.1415,,0.1415,0.1415,0.1415,,
2019-01-03 17:00:00,0.1248,0.1248,,,,0.1248,,0.1248,0.1248,0.1248,,
2019-01-03 18:00:00,0.1082,0.1082,,,,0.1082,,0.1082,0.1082,0.1082,,
2019-01-03 19:00:00,0.1027,0.1027,,,,0.1027,,0.1027,0.1027,0.1027,,
2019-01-03 20:00:00,0.1048,0.1048,,,,0.1048,,0.1048,0.1048,0.1048,,
2019-01-03 21:00:00,0.1032,0.1032,,,,0.1032,,0.1032,0.1032,0.1032,,
2019-01-03 22:00:00,0.1101,0.1101,,,,0.1101,,0.1101,0.1101,0.1101,,
2019-01-03 23:00:00,0.1245,0.1245,,,,0.1245,,0.1245,0.1245,0.1245,,
2019-01-04 00:00:00,0.1388,0.1388,,,,0.1388,,0.1388,0.1388,0.1388,,
2019-01-04 01:00:00,0.1516,0.1516,,,,0.1516,,0.1516,0.1516,0.1516,,
2019-01-04 02:00:00,0.1687,0.1687,,,,0.1687,,0.1687,0.1687,0.1687,,
2019-01-04 03:00:00,0.2037,0.2037,,,,0.2037,,0.2037,0.2037,0.2037,,
2019-01-04 04:00:00,0.2508,0.2508,,,,0.2508,,0.2508,0.2508,0.2508,,
2019-01-04 05:00:00,0.3028,0.3028,,,,0.3028,,0.3028,0.3028,0.3028,,
2019-01-04 06:00:00,0.3401,0.3401,,,,0.3401,,0.3401,0.3401,0.3401,,
2019-01-04 07:00:00,0.3522,0.3522,,,,0.3522,,0.3522,0.3522,0.3522,,
2019-01-04 08:00:00,0.3386,0.3386,,,,0.3386,,0.3386,0.3386,0.3386,,
2019-01-04 09:00:00,0.3216,0.3216,,,,0.3216,,0.3216,0.3216,0.3216,,
2019-01-04 10:00:00,0.3161,0.3161,,,,0.3161,,0.3161,0.3161,0.3161,,
2019-01-04 11:00:00,0.3186,0.3186,,,,0.3186,,0.3186,0.3186,0.3186,,
2019-01-04 12:00:00,0.3268,0.3268,,,,0.3268,,0.3268,0.3268,0.3268,,
2019-01-04 13:00:00,0.3348,0.3348,,,,0.3348,,0.3348,0.3348,0.3348,,
2019-01-04 14:00:00,0.3464,0.3464,,,,0.3464,,0.3464,0.3464,0.3464,,
2019-01-04 15:00:00,0.3649,0.3649,,,,0.3649,,0.3649,0.3649,0.3649,,
2019-01-04 16:00:00,0.3962,0.3962,,,,0.3962,,0.3962,0.3962,0.3962,,
2019-01-04 17:00:00,0.4274,0.4274,,,,0.4274,,0.4274,0.4274,0.4274,,
2019-01-04 18:00:00,0.4354,0.4354,,,,0.4354,,0.4354,0.4354,0.4354,,
2019-01-04 19:00:00,0.4306,0.4306,,,,0.4306,,0.4306,0.4306,0.4306,,
2019-01-04 20:00:00,0.4237,0.4237,,,,0.4237,,0.4237,0.4237,0.4237,,
2019-01-04 21:00:00,0.4409,0.4409,,,,0.4409,,0.4409,0.4409,0.4409,,
2019-01-04 22:00:00,0.4721,0.4721,,,,0.4721,,0.4721,0.4721,0.4721,,
2019-01-04 23:00:00,0.4919,0.4919,,,,0.4919,,0.4919,0.4919,0.4919,,
2019-01-05 00:00:00,0.5147,0.5147,,,,0.5147,,0.5147,0.5147,0.5147,,
2019-01-05 01:00:00,0.5291,0.5291,,,,0.5291,,0.5291,0.5291,0.5291,,
2019-01-05 02:00:00,0.5382,0.5382,,,,0.5382,,0.5382,0.5382,0.5382,,
2019-01-05 03:00:00,0.5482,0.5482,,,,0.5482,,0.5482,0.5482,0.5482,,
2019-01-05 04:00:00,0.5509,0.5509,,,,0.5509,,0.5509,0.5509,0.5509,,
2019-01-05 05:00:00,0.5526,0.5526,,,,0.5526,,0.5526,0.5526,0.5526,,
2019-01-05 06:00:00,0.551,0.551,,,,0.551,,0.551,0.551,0.551,,
2019-01-05 07:00:00,0.5466,0.5466,,,,0.5466,,0.5466,0.5466,0.5466,,
2019-01-05 08:00:00,0.5376,0.5376,,,,0.5376,,0.5376,0.5376,0.5376,,
2019-01-05 09:00:00,0.5178,0.5178,,,,0.5178,,0.5178,0.5178,0.5178,,
2019-01-05 10:00:00,0.5034,0.5034,,,,0.5034,,0.5034,0.5034,0.5034,,
2019-01-05 11:00:00,0.4925,0.4925,,,,0.4925,,0.4925,0.4925,0.4925,,
2019-01-05 12:00:00,0.474,0.474,,,,0.474,,0.474,0.474,0.474,,
2019-01-05 13:00:00,0.4557,0.4557,,,,0.4557,,0.4557,0.4557,0.4557,,
2019-01-05 14:00:00,0.4401,0.4401,,,,0.4401,,0.4401,0.4401,0.4401,,
2019-01-05 15:00:00,0.4275,0.4275,,,,0.4275,,0.4275,0.4275,0.4275,,
2019-01-05 16:00:00,0.4157,0.4157,,,,0.4157,,0.4157,0.4157,0.4157,,
2019-01-05 17:00:00,0.4074,0.4074,,,,0.4074,,0.4074,0.4074,0.4074,,
2019-01-05 18:00:00,0.3994,0.3994,,,,0.3994,,0.3994,0.3994,0.3994,,
2019-01-05 19:00:00,0.3943,0.3943,,,,0.3943,,0.3943,0.3943,0.3943,,
2019-01-05 20:00:00,0.3876,0.3876,,,,0.3876,,0.3876,0.3876,0.3876,,
2019-01-05 21:00:00,0.3807,0.3807,,,,0.3807,,0.3807,0.3807,0.3807,,
2019-01-05 22:00:00,0.3695,0.3695,,,,0.3695,,0.3695,0.3695,0.3695,,
2019-01-05 23:00:00,0.3539,0.3539,,,,0.3539,,0.3539,0.3539,0.3539,,
2019-01-06 00:00:00,0.3383,0.3383,,,,0.3383,,0.3383,0.3383,0.3383,,
2019-01-06 01:00:00,0.3191,0.3191,,,,0.3191,,0.3191,0.3191,0.3191,,
2019-01-06 02:00:00,0.2898,0.2898,,,,0.2898,,0.2898,0.2898,0.2898,,
2019-01-06 03:00:00,0.2621,0.2621,,,,0.2621,,0.2621,0.2621,0.2621,,
2019-01-06 04:00:00,0.2316,0.2316,,,,0.2316,,0.2316,0.2316,0.2316,,
2019-01-06 05:00:00,0.2102,0.2102,,,,0.2102,,0.2102,0.2102,0.2102,,
2019-01-06 06:00:00,0.1944,0.1944,,,,0.1944,,0.1944,0.1944,0.1944,,
2019-01-06 07:00:00,0.1823,0.1823,,,,0.1823,,0.1823,0.1823,0.1823,,
2019-01-06 08:00:00,0.167,0.167,,,,0.167,,0.167,0.167,0.167,,
2019-01-06 09:00:00,0.1476,0.1476,,,,0.1476,,0.1476,0.1476,0.1476,,
2019-01-06 10:00:00,0.1263,0.1263,,,,0.1263,,0.1263,0.1263,0.1263,,
2019-01-06 11:00:00,0.1105,0.1105,,,,0.1105,,0.1105,0.1105,0.1105,,
2019-01-06 12:00:00,0.1048,0.1048,,,,0.1048,,0.1048,0.1048,0.1048,,
2019-01-06 13:00:00,0.1066,0.1066,,,,0.1066,,0.1066,0.1066,0.1066,,
2019-01-06 14:00:00,0.1106,0.1106,,,,0.1106,,0.1106,0.1106,0.1106,,
2019-01-06 15:00:00,0.1135,0.1135,,,,0.1135,,0.1135,0.1135,0.1135,,
2019-01-06 16:00:00,0.1191,0.1191,,,,0.1191,,0.1191,0.1191,0.1191,,
2019-01-06 17:00:00,0.1242,0.1242,,,,0.1242,,0.1242,0.1242,0.1242,,
2019-01-06 18:00:00,0.1234,0.1234,,,,0.1234,,0.1234,0.1234,0.1234,,
2019-01-06 19:00:00,0.1186,0.1186,,,,0.1186,,0.1186,0.1186,0.1186,,
2019-01-06 20:00:00,0.1082,0.1082,,,,0.1082,,0.1082,0.1082,0.1082,,
2019-01-06 21:00:00,0.0955,0.0955,,,,0.0955,,0.0955,0.0955,0.0955,,
2019-01-06 22:00:00,0.0935,0.0935,,,,0.0935,,0.0935,0.0935,0.0935,,
2019-01-06 23:00:00,0.0998,0.0998,,,,0.0998,,0.0998,0.0998,0.0998,,
2019-01-07 00:00:00,0.0989,0.0989,,,,0.0989,,0.0989,0.0989,0.0989,,
2019-01-07 01:00:00,0.0954,0.0954,,,,0.0954,,0.0954,0.0954,0.0954,,
2019-01-07 02:00:00,0.0945,0.0945,,,,0.0945,,0.0945,0.0945,0.0945,,
2019-01-07 03:00:00,0.1007,0.1007,,,,0.1007,,0.1007,0.1007,0.1007,,
2019-01-07 04:00:00,0.1134,0.1134,,,,0.1134,,0.1134,0.1134,0.1134,,
2019-01-07 05:00:00,0.134,0.134,,,,0.134,,0.134,0.134,0.134,,
2019-01-07 06:00:00,0.1494,0.1494,,,,0.1494,,0.1494,0.1494,0.1494,,
2019-01-07 07:00:00,0.1766,0.1766,,,,0.1766,,0.1766,0.1766,0.1766,,
2019-01-07 08:00:00,0.2241,0.2241,,,,0.2241,,0.2241,0.2241,0.2241,,
2019-01-07 09:00:00,0.2983,0.2983,,,,0.2983,,0.2983,0.2983,0.2983,,
2019-01-07 10:00:00,0.4151,0.4151,,,,0.4151,,0.4151,0.4151,0.4151,,
2019-01-07 11:00:00,0.5199,0.5199,,,,0.5199,,0.5199,0.5199,0.5199,,
2019-01-07 12:00:00,0.5829,0.5829,,,,0.5829,,0.5829,0.5829,0.5829,,
2019-01-07 13:00:00,0.6029,0.6029,,,,0.6029,,0.6029,0.6029,0.6029,,
2019-01-07 14:00:00,0.6059,0.6059,,,,0.6059,,0.6059,0.6059,0.6059,,
2019-01-07 15:00:00,0.6535,0.6535,,,,0.6535,,0.6535,0.6535,0.6535,,
2019-01-07 16:00:00,0.7084,0.7084,,,,0.7084,,0.7084,0.7084,0.7084,,
2019-01-07 17:00:00,0.7156,0.7156,,,,0.7156,,0.7156,0.7156,0.7156,,
2019-01-07 18:00:00,0.736,0.736,,,,0.736,,0.736,0.736,0.736,,
2019-01-07 19:00:00,0.7963,0.7963,,,,0.7963,,0.7963,0.7963,0.7963,,
2019-01-07 20:00:00,0.8235,0.8235,,,,0.8235,,0.8235,0.8235,0.8235,,
2019-01-07 21:00:00,0.8473,0.8473,,,,0.8473,,0.8473,0.8473,0.8473,,
2019-01-07 22:00:00,0.8746,0.8746,,,,0.8746,,0.8746,0.8746,0.8746,,
2019-01-07 23:00:00,0.8842,0.8842,,,,0.8842,,0.8842,0.8842,0.8842,,
2019-01-08 00:00:00,0.8749,0.8749,,,,0.8749,,0.8749,0.8749,0.8749,,
2019-01-08 01:00:00,0.8719,0.8719,,,,0.8719,,0.8719,0.8719,0.8719,,
2019-01-08 02:00:00,0.8762,0.8762,,,,0.8762,,0.8762,0.8762,0.8762,,
2019-01-08 03:00:00,0.8894,0.8894,,,,0.8894,,0.8894,0.8894,0.8894,,
2019-01-08 04:00:00,0.9016,0.9016,,,,0.9016,,0.9016,0.9016,0.9016,,
2019-01-08 05:00:00,0.908,0.908,,,,0.908,,0.908,0.908,0.908,,
2019-01-08 06:00:00,0.9052,0.9052,,,,0.9052,,0.9052,0.9052,0.9052,,
2019-01-08 07:00:00,0.8934,0.8934,,,,0.8934,,0.8934,0.8934,0.8934,,
2019-01-08 08:00:00,0.8883,0.8883,,,,0.8883,,0.8883,0.8883,0.8883,,
2019-01-08 09:00:00,0.8939,0.8939,,,,0.8939,,0.8939,0.8939,0.8939,,
2019-01-08 10:00:00,0.9037,0.9037,,,,0.9037,,0.9037,0.9037,0.9037,,
2019-01-08 11:00:00,0.9118,0.9118,,,,0.9118,,0.9118,0.9118,0.9118,,
2019-01-08 12:00:00,0.9199,0.9199,,,,0.9199,,0.9199,0.9199,0.9199,,
2019-01-08 13:00:00,0.9239,0.9239,,,,0.9239,,0.9239,0.9239,0.9239,,
2019-01-08 14:00:00,0.9211,0.9211,,,,0.9211,,0.9211,0.9211,0.9211,,
2019-01-08 15:00:00,0.9185,0.9185,,,,0.9185,,0.9185,0.9185,0.9185,,
2019-01-08 16:00:00,0.9128,0.9128,,,,0.9128,,0.9128,0.9128,0.9128,,
2019-01-08 17:00:00,0.9016,0.9016,,,,0.9016,,0.9016,0.9016,0.9016,,
2019-01-08 18:00:00,0.8858,0.8858,,,,0.8858,,0.8858,0.8858,0.8858,,
2019-01-08 19:00:00,0.8699,0.8699,,,,0.8699,,0.8699,0.8699,0.8699,,
2019-01-08 20:00:00,0.855,0.855,,,,0.855,,0.855,0.855,0.855,,
2019-01-08 21:00:00,0.8456,0.8456,,,,0.8456,,0.8456,0.8456,0.8456,,
2019-01-08 22:00:00,0.8442,0.8442,,,,0.8442,,0.8442,0.8442,0.8442,,
2019-01-08 23:00:00,0.8548,0.8548,,,,0.8548,,0.8548,0.8548,0.8548,,
2019-01-09 00:00:00,0.859,0.859,,,,0.859,,0.859,0.859,0.859,,
2019-01-09 01:00:00,0.8549,0.8549,,,,0.8549,,0.8549,0.8549,0.8549,,
2019-01-09 02:00:00,0.839,0.839,,,,0.839,,0.839,0.839,0.839,,
2019-01-09 03:00:00,0.8196,0.8196,,,,0.8196,,0.8196,0.8196,0.8196,,
2019-01-09 04:00:00,0.7932,0.7932,,,,0.7932,,0.7932,0.7932,0.7932,,
2019-01-09 05:00:00,0.769,0.769,,,,0.769,,0.769,0.769,0.769,,
2019-01-09 06:00:00,0.7512,0.7512,,,,0.7512,,0.7512,0.7512,0.7512,,
2019-01-09 07:00:00,0.7364,0.7364,,,,0.7364,,0.7364,0.7364,0.7364,,
2019-01-09 08:00:00,0.7314,0.7314,,,,0.7314,,0.7314,0.7314,0.7314,,
2019-01-09 09:00:00,0.7292,0.7292,,,,0.7292,,0.7292,0.7292,0.7292,,
2019-01-09 10:00:00,0.7132,0.7132,,,,0.7132,,0.7132,0.7132,0.7132,,
2019-01-09 11:00:00,0.6945,0.6945,,,,0.6945,,0.6945,0.6945,0.6945,,
2019-01-09 12:00:00,0.6835,0.6835,,,,0.6835,,0.6835,0.6835,0.6835,,
2019-01-09 13:00:00,0.672,0.672,,,,0.672,,0.672,0.672,0.672,,
2019-01-09 14:00:00,0.657,0.657,,,,0.657,,0.657,0.657,0.657,,
2019-01-09 15:00:00,0.6346,0.6346,,,,0.6346,,0.6346,0.6346,0.6346,,
2019-01-09 16:00:00,0.6093,0.6093,,,,0.6093,,0.6093,0.6093,0.6093,,
2019-01-09 17:00:00,0.5975,0.5975,,,,0.5975,,0.5975,0.5975,0.5975,,
2019-01-09 18:00:00,0.5775,0.5775,,,,0.5775,,0.5775,0.5775,0.5775,,
2019-01-09 19:00:00,0.5315,0.5315,,,,0.5315,,0.5315,0.5315,0.5315,,
2019-01-09 20:00:00,0.4909,0.4909,,,,0.4909,,0.4909,0.4909,0.4909,,
2019-01-09 21:00:00,0.4445,0.4445,,,,0.4445,,0.4445,0.4445,0.4445,,
2019-01-09 22:00:00,0.3961,0.3961,,,,0.3961,,0.3961,0.3961,0.3961,,
2019-01-09 23:00:00,0.3259,0.3259,,,,0.3259,,0.3259,0.3259,0.3259,,
2019-01-10 00:00:00,0.2759,0.2759,,,,0.2759,,0.2759,0.2759,0.2759,,
2019-01-10 01:00:00,0.2355,0.2355,,,,0.2355,,0.2355,0.2355,0.2355,,
2019-01-10 02:00:00,0.1999,0.1999,,,,0.1999,,0.1999,0.1999,0.1999,,
2019-01-10 03:00:00,0.1705,0.1705,,,,0.1705,,0.1705,0.1705,0.1705,,
2019-01-10 04:00:00,0.1451,0.1451,,,,0.1451,,0.1451,0.1451,0.1451,,
2019-01-10 05:00:00,0.1206,0.1206,,,,0.1206,,0.1206,0.1206,0.1206,,
2019-01-10 06:00:00,0.099,0.099,,,,0.099,,0.099,0.099,0.099,,
2019-01-10 07:00:00,0.0806,0.0806,,,,0.0806,,0.0806,0.0806,0.0806,,
2019-01-10 08:00:00,0.0626,0.0626,,,,0.0626,,0.0626,0.0626,0.0626,,
2019-01-10 09:00:00,0.0489,0.0489,,,,0.0489,,0.0489,0.0489,0.0489,,
2019-01-10 10:00:00,0.039,0.039,,,,0.039,,0.039,0.039,0.039,,
2019-01-10 11:00:00,0.0358,0.0358,,,,0.0358,,0.0358,0.0358,0.0358,,
2019-01-10 12:00:00,0.0402,0.0402,,,,0.0402,,0.0402,0.0402,0.0402,,
2019-01-10 13:00:00,0.0488,0.0488,,,,0.0488,,0.0488,0.0488,0.0488,,
2019-01-10 14:00:00,0.058,0.058,,,,0.058,,0.058,0.058,0.058,,
2019-01-10 15:00:00,0.0699,0.0699,,,,0.0699,,0.0699,0.0699,0.0699,,
2019-01-10 16:00:00,0.0844,0.0844,,,,0.0844,,0.0844,0.0844,0.0844,,
2019-01-10 17:00:00,0.1012,0.1012,,,,0.1012,,0.1012,0.1012,0.1012,,
2019-01-10 18:00:00,0.113,0.113,,,,0.113,,0.113,0.113,0.113,,
2019-01-10 19:00:00,0.1087,0.1087,,,,0.1087,,0.1087,0.1087,0.1087,,
2019-01-10 20:00:00,0.1025,0.1025,,,,0.1025,,0.1025,0.1025,0.1025,,
2019-01-10 21:00:00,0.1285,0.1285,,,,0.1285,,0.1285,0.1285,0.1285,,
2019-01-10 22:00:00,0.1604,0.1604,,,,0.1604,,0.1604,0.1604,0.1604,,
2019-01-10 23:00:00,0.1956,0.1956,,,,0.1956,,0.1956,0.1956,0.1956,,
2019-01-11 00:00:00,0.2134,0.2134,,,,0.2134,,0.2134,0.2134,0.2134,,
2019-01-11 01:00:00,0.2378,0.2378,,,,0.2378,,0.2378,0.2378,0.2378,,
2019-01-11 02:00:00,0.2766,0.2766,,,,0.2766,,0.2766,0.2766,0.2766,,
2019-01-11 03:00:00,0.3242,0.3242,,,,0.3242,,0.3242,0.3242,0.3242,,
2019-01-11 04:00:00,0.3464,0.3464,,,,0.3464,,0.3464,0.3464,0.3464,,
2019-01-11 05:00:00,0.3477,0.3477,,,,0.3477,,0.3477,0.3477,0.3477,,
2019-01-11 06:00:00,0.3526,0.3526,,,,0.3526,,0.3526,0.3526,0.3526,,
2019-01-11 07:00:00,0.3652,0.3652,,,,0.3652,,0.3652,0.3652,0.3652,,
2019-01-11 08:00:00,0.3586,0.3586,,,,0.3586,,0.3586,0.3586,0.3586,,
2019-01-11 09:00:00,0.3649,0.3649,,,,0.3649,,0.3649,0.3649,0.3649,,
2019-01-11 10:00:00,0.4117,0.4117,,,,0.4117,,0.4117,0.4117,0.4117,,
2019-01-11 11:00:00,0.4584,0.4584,,,,0.4584,,0.4584,0.4584,0.4584,,
2019-01-11 12:00:00,0.4997,0.4997,,,,0.4997,,0.4997,0.4997,0.4997,,
2019-01-11 13:00:00,0.5172,0.5172,,,,0.5172,,0.5172,0.5172,0.5172,,
2019-01-11 14:00:00,0.5273,0.5273,,,,0.5273,,0.5273,0.5273,0.5273,,
2019-01-11 15:00:00,0.5339,0.5339,,,,0.5339,,0.5339,0.5339,0.5339,,
2019-01-11 16:00:00,0.5142,0.5142,,,,0.5142,,0.5142,0.5142,0.5142,,
2019-01-11 17:00:00,0.4864,0.4864,,,,0.4864,,0.4864,0.4864,0.4864,,
2019-01-11 18:00:00,0.4616,0.4616,,,,0.4616,,0.4616,0.4616,0.4616,,
2019-01-11 19:00:00,0.4463,0.4463,,,,0.4463,,0.4463,0.4463,0.4463,,
2019-01-11 20:00:00,0.4283,0.4283,,,,0.4283,,0.4283,0.4283,0.4283,,
2019-01-11 21:00:00,0.3953,0.3953,,,,0.3953,,0.3953,0.3953,0.3953,,
2019-01-11 22:00:00,0.3472,0.3472,,,,0.3472,,0.3472,0.3472,0.3472,,
2019-01-11 23:00:00,0.3159,0.3159,,,,0.3159,,0.3159,0.3159,0.3159,,
2019-01-12 00:00:00,0.3182,0.3182,,,,0.3182,,0.3182,0.3182,0.3182,,
2019-01-12 01:00:00,0.3364,0.3364,,,,0.3364,,0.3364,0.3364,0.3364,,
2019-01-12 02:00:00,0.3537,0.3537,,,,0.3537,,0.3537,0.3537,0.3537,,
2019-01-12 03:00:00,0.3742,0.3742,,,,0.3742,,0.3742,0.3742,0.3742,,
2019-01-12 04:00:00,0.4277,0.4277,,,,0.4277,,0.4277,0.4277,0.4277,,
2019-01-12 05:00:00,0.4951,0.4951,,,,0.4951,,0.4951,0.4951,0.4951,,
2019-01-12 06:00:00,0.5435,0.5435,,,,0.5435,,0.5435,0.5435,0.5435,,
2019-01-12 07:00:00,0.6387,0.6387,,,,0.6387,,0.6387,0.6387,0.6387,,
2019-01-12 08:00:00,0.6899,0.6899,,,,0.6899,,0.6899,0.6899,0.6899,,
2019-01-12 09:00:00,0.7073,0.7073,,,,0.7073,,0.7073,0.7073,0.7073,,
2019-01-12 10:00:00,0.7069,0.7069,,,,0.7069,,0.7069,0.7069,0.7069,,
2019-01-12 11:00:00,0.6829,0.6829,,,,0.6829,,0.6829,0.6829,0.6829,,
2019-01-12 12:00:00,0.6782,0.6782,,,,0.6782,,0.6782,0.6782,0.6782,,
2019-01-12 13:00:00,0.6767,0.6767,,,,0.6767,,0.6767,0.6767,0.6767,,
2019-01-12 14:00:00,0.6956,0.6956,,,,0.6956,,0.6956,0.6956,0.6956,,
2019-01-12 15:00:00,0.7249,0.7249,,,,0.7249,,0.7249,0.7249,0.7249,,
2019-01-12 16:00:00,0.7337,0.7337,,,,0.7337,,0.7337,0.7337,0.7337,,
2019-01-12 17:00:00,0.7318,0.7318,,,,0.7318,,0.7318,0.7318,0.7318,,
2019-01-12 18:00:00,0.7046,0.7046,,,,0.7046,,0.7046,0.7046,0.7046,,
2019-01-12 19:00:00,0.668,0.668,,,,0.668,,0.668,0.668,0.668,,
2019-01-12 20:00:00,0.6156,0.6156,,,,0.6156,,0.6156,0.6156,0.6156,,
2019-01-12 21:00:00,0.5626,0.5626,,,,0.5626,,0.5626,0.5626,0.5626,,
2019-01-12 22:00:00,0.5224,0.5224,,,,0.5224,,0.5224,0.5224,0.5224,,
